Item Name,Description,Mfg Part #,Category,Rate,Item Type
HB4E,Complete Electrical Safety Circuit Renovation\CRElectrical termination point safety service\CRComponent surge protection system\CRPerformance and safety,,Services,1385,Non Inventory
HB5A,,,Services,325,Non Inventory
HB5B,,,Services,475,Non Inventory
HB5C,,,Services,626,Non Inventory
HB5D,Complete Control Wiring and Terminal Renovation\CRVoltage protection system\CRUpgrade to tube shielding for control wiring\CRRestore system to prime cond,,Services,811,Non Inventory
HB5E,Complete Control Wiring and Terminal Renovation\CRVoltage protection system\CRUpgrade to tube shielding for control wiring\CRRestore system to prime cond,,Services,973,Non Inventory
HB6A,Control Wiring and Terminal Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,510,Non Inventory
HB6B,Basic Control Wiring and Terminal Renovation \CRPerformance and safety testing\CR6 month warranty,,Services,765,Non Inventory
HB6C,Main Control Wiring and Terminal Renovation\CRVoltage protection system\CRUpgrade to tube shielding for control wiring\CRPerformance and safety testing\CR,,Services,1019,Non Inventory
HB6D,Complete Control Wiring and Terminal Renovation\CRVoltage protection system\CRUpgrade to tube shielding for control wiring\CRRestore system to prime cond,,Services,1274,Non Inventory
HB6E,Complete Control Wiring and Terminal Renovation\CRVoltage protection system\CRUpgrade to tube shielding for control wiring\CRRestore system to prime cond,,Services,1529,Non Inventory
HB7A,Power Protection System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,312,Non Inventory
HB7B,,,Services,509,Non Inventory
HB7C,Main Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRVoltage protection system reno,,Services,623,Non Inventory
HB7D,Complete Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRPerformance enhancement sy,,Services,779,Non Inventory
HB7E,Complete Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRPerformance enhancement sy,,Services,935,Non Inventory
HB8A,Power Protection System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,583,Non Inventory
HB8B,Basic Power Protection System Renovation\CRRejuvenate electrical control system\CRPerformance and safety testing\CR6 month warranty,,Services,874,Non Inventory
HB8C,Main Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRVoltage protection system reno,,Services,1166,Non Inventory
HB8D,Complete Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRPerformance enhancement sy,,Services,1457,Non Inventory
HB8E,Complete Power Protection System Renovation\CRRejuvenate electrical control systems\CRElectrical terminal and safety service\CRPerformance enhancement sy,,Services,1749,Non Inventory
HB9A,Electrical Wiring and Terminal Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,363,Non Inventory
HB9B,Basic Electrical Wiring and Terminal Renovation\CRPerformance and safety testing \CR6 month warranty,,Services,654,Non Inventory
HB9C,Main Electrical Wiring and Terminal Renovation\CRInstall new compressor lug kit\CRUpgrade to performance enhancement system\CRPerformance and safety test,,Services,998,Non Inventory
HB9D,Complete Electrical Wiring and Terminal Renovation\CRInstall new compressor lug kit\CRUpgrade to performance enhancement system\CRPerformance and safety,,Services,1180,Non Inventory
HB9E,Complete Electrical Wiring and Terminal Renovation\CRInstall new compressor lug kit\CRUpgrade to performance enhancement system\CRPerformance and safety,,Services,1452,Non Inventory
HC10A,Exhaust Removal System Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,387,Non Inventory
HC10B,Basic Exhaust Removal System Renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR6 month warranty,,Services,696,Non Inventory
HC10C,Main Exhaust Removal System Renovation\CRExhaust blade renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR1 year warr,,Services,1063,Non Inventory
HC10D,,,Services,2084,Non Inventory
HC10E,Complete Exhaust Removal System Renovation \CRVoltage Enhancement System Rejuvenation\CREfficiency upgrades\CRExhaust blade renovation\CRRebuild custom mo,,Services,1547,Non Inventory
HC11A,Exhaust Removal System Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,524,Non Inventory
HC11B,Basic Exhaust Removal System Renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR6 month warranty,,Services,942,Non Inventory
HC11C,Main Exhaust Removal System Renovation\CRExhaust blade renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR1 year warr,,Services,1440,Non Inventory
HC11D,,,Services,2750,Non Inventory
HC11E,Complete Exhaust Removal System Renovation \CRVoltage Enhancement System Rejuvenation\CREfficiency upgrades\CRExhaust blade renovation\CRRebuild custom mo,,Services,2094,Non Inventory
HC12A,Air Movement System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1334,Non Inventory
HC12B,Basic Air Movement System Renovation\CRWith electrical safety service\CRPerformance and safety testing\CR6 month warranty,,Services,1668,Non Inventory
HC12C,Main Air Movement System Renovation\CRMain control circuit renovation\CRPerformance and safety testing\CR1 year warranty,,Services,1868,Non Inventory
HC12D,,,Services,3417,Non Inventory
HC12E,Complete Specialty Air Movement System Renovation\CRMain control circuit renovation\CRElectrical safety service\CRRestore system to prime condition\CRPerf,,Services,2668,Non Inventory
HC13A,Air Movement System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1814,Non Inventory
HC13B,Basic Air Movement System Renovation\CRWith electrical safety service\CRPerformance and safety testing\CR6 month warranty,,Services,2268,Non Inventory
HC13C,Main Air Movement System Renovation\CRMain control circuit renovation\CRPerformance and safety testing\CR1 year warranty,,Services,2540,Non Inventory
HC13D,,,Services,4417,Non Inventory
HC13E,Complete Specialty Air Movement System Renovation\CRMain control circuit renovation\CRElectrical safety service\CRRestore system to prime condition\CRPerf,,Services,3628,Non Inventory
HC14A,Air Movement System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,2219,Non Inventory
HC14B,Basic Air Movement System Renovation\CRWith electrical safety service\CRPerformance and safety testing\CR6 month warranty,,Services,2774,Non Inventory
HC14C,,,Services,767,Non Inventory
HC14D,Complete Specialty Air Movement System Renovation\CRMain control circuit renovation\CRElectrical safety service\CRRestore system to prime condition\CRPerf,,Services,3550,Non Inventory
HC14E,Complete Specialty Air Movement System Renovation\CRMain control circuit renovation\CRElectrical safety service\CRRestore system to prime condition\CRPerf,,Services,4438,Non Inventory
HC15A,Air Circulation System Rejuvenation \CRNo bearing system included\CRPerformance and safety testing\CR30 day warranty,,Services,613,Non Inventory
HC15B,Basic Air Circulation System Renovation\CRIncluding low maintenance easy spin bearing system\CRPerformance and safety testing\CR6 month warranty,,Services,919,Non Inventory
HC15C,Main Air Circulation System Renovation\CRDrive belt and bearing system renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety test,,Services,1226,Non Inventory
HC15D,Complete Air Circulation System Renovation\CRDrive belt and bearing system renovation \CRVoltage Enhancement System Rejuvenation\CRInstall low maintenanc,,Services,1532,Non Inventory
HC15E,Complete Air Circulation System Renovation\CRDrive belt and bearing system renovation \CRVoltage Enhancement System Rejuvenation\CRInstall low maintenanc,,Services,1838,Non Inventory
HC16A,,,Services,217,Non Inventory
HC16B,,,Services,517,Non Inventory
HC16C,Main Air Circulation System Renovation\CRDrive belt and bearing system renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety test,,Services,1971,Non Inventory
HC16D,Complete Air Circulation System Renovation\CRDrive belt and bearing system renovation \CRVoltage Enhancement System Rejuvenation\CRInstall low maintenanc,,Services,2464,Non Inventory
HC16E,Complete Air Circulation System Renovation\CRDrive belt and bearing system renovation \CRVoltage Enhancement System Rejuvenation\CRInstall low maintenanc,,Services,2957,Non Inventory
HC17A,Air Circulation System Rejuvenation \CRNo mounting system included\CRPerformance and safety testing\CR30 day warranty,,Services,577,Non Inventory
HC17B,Basic Air Circulation System Renovation\CRIncluding custom mounting system\CRPerformance and safety testing\CR6 month warranty,,Services,866,Non Inventory
HC17C,Main Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR1 year warranty,,Services,1155,Non Inventory
HC17D,Complete Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime conditio,,Services,1443,Non Inventory
HC17E,Complete Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime conditio,,Services,1732,Non Inventory
HC18A,Air Circulation System Rejuvenation \CRNo mounting system included\CRPerformance and safety testing\CR30 day warranty,,Services,943,Non Inventory
HC18B,Basic Air Circulation System Renovation\CRIncluding custom mounting system\CRPerformance and safety testing\CR6 month warranty,,Services,1414,Non Inventory
HC18C,Main Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR1 year warranty,,Services,1885,Non Inventory
HC18D,Complete Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime conditio,,Services,2357,Non Inventory
HC18E,Complete Air Circulation System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime conditio,,Services,2828,Non Inventory
HC19A,High Density Pulling System Rejuvenation \CRBasic system alignment \CRPerformance and safety testing\CR30 day warranty,,Services,275,Non Inventory
HC19B,Basic High Density Pulling System Renovation\CRFull system alignment and calibration service\CRSupport system inspection\CRPerformance and safety testing,,Services,412,Non Inventory
HC19C,Main High Density Pulling System Renovation\CRFull system alignment and calibration service\CRAir movement lubrication service\CRSupport system inspectio,,Services,549,Non Inventory
HC19D,Complete High Density Pulling System Renovation\CRFull system alignment and calibration service\CRAir movement lubrication service\CRVoltage Enhancement,,Services,687,Non Inventory
HC19E,Complete High Density Pulling System Renovation\CRFull system alignment and calibration service\CRAir movement lubrication service\CRVoltage Enhancement,,Services,824,Non Inventory
HC1A,Air Movement System Rejuvenation \CRNo mounting system needed \CRPerformance and safety testing\CR30 day warranty,,Services,793,Non Inventory
HC1B,Basic Air Movement System Renovation\CRCalibrate mounting system\CRPerformance and safety testing\CR6 month warranty,,Services,1189,Non Inventory
HC1C,Main Air Movement System Renovation\CRVoltage Enhancement System Rejuvenation\CRPerformance and safety testing\CR1 year warranty,,Services,1585,Non Inventory
HC1D,Complete Air Movement System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime condition\CR,,Services,1982,Non Inventory
HC1E,Complete Air Movement System Renovation\CRVoltage Enhancement System Rejuvenation\CRRebuild custom mounting systems\CRRestore system to prime condition\CR,,Services,2378,Non Inventory
HC20A,High Density Pulling System Rejuvenation \CRBasic system alignment \CRPerformance and safety testing\CR30 day warranty,,Services,403,Non Inventory
HC20B,Basic High Density Pulling System Renovation\CRFull system alignment and calibration service\CRSupport system inspection\CRPerformance and safety testing,,Services,605,Non Inventory
